annotation path,recording path,recording path raw,dataset,set,annotation start (ms),annotation end (ms),annotation duration (ms),recording duration (ms),format,child_id,annotation_filename,recording_filename
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_3605000_3665000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,3605000,3665000,60000,30552000,eaf,P-F42-C01,160818_0059_3605000_3665000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_3837000_3897000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,3837000,3897000,60000,30552000,eaf,P-F42-C01,160818_0059_3837000_3897000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_4416000_4566000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,4416000,4566000,150000,30552000,eaf,P-F42-C01,160818_0059_4416000_4566000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160820_0061_11517000_11667000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160820_0061.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160820_0061.wav,png2016,eaf_2016,11517000,11667000,150000,33507000,eaf,P-F40-C01,160820_0061_11517000_11667000.csv,160820_0061.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160820_0061_22402000_22462000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160820_0061.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160820_0061.wav,png2016,eaf_2016,22402000,22462000,60000,33507000,eaf,P-F40-C01,160820_0061_22402000_22462000.csv,160820_0061.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160820_0061_23662000_23812000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160820_0061.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160820_0061.wav,png2016,eaf_2016,23662000,23812000,150000,33507000,eaf,P-F40-C01,160820_0061_23662000_23812000.csv,160820_0061.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160820_0061_8280000_8340000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160820_0061.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160820_0061.wav,png2016,eaf_2016,8280000,8340000,60000,33507000,eaf,P-F40-C01,160820_0061_8280000_8340000.csv,160820_0061.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_11392000_11452000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,11392000,11452000,60000,29371000,eaf,P-F09-C01,160823_0063_11392000_11452000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_17050000_17200000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,17050000,17200000,150000,29371000,eaf,P-F09-C01,160823_0063_17050000_17200000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_20228000_20378000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,20228000,20378000,150000,29371000,eaf,P-F09-C01,160823_0063_20228000_20378000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_2091000_2241000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,2091000,2241000,150000,29371000,eaf,P-F09-C01,160823_0063_2091000_2241000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_21085000_21385000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,21085000,21385000,300000,29371000,eaf,P-F09-C01,160823_0063_21085000_21385000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_26272000_26332000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,26272000,26332000,60000,29371000,eaf,P-F09-C01,160823_0063_26272000_26332000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_3763000_3823000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,3763000,3823000,60000,29371000,eaf,P-F09-C01,160823_0063_3763000_3823000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_526000_676000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,526000,676000,150000,29371000,eaf,P-F09-C01,160823_0063_526000_676000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_6315000_6465000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,6315000,6465000,150000,29371000,eaf,P-F09-C01,160823_0063_6315000_6465000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160823_0063_7066000_7126000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160823_0063.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160823_0063.wav,png2016,eaf_2016,7066000,7126000,60000,29371000,eaf,P-F09-C01,160823_0063_7066000_7126000.csv,160823_0063.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_10656000_10806000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,10656000,10806000,150000,29142000,eaf,P-F11-C01,160825_0065_10656000_10806000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_15344000_15494000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,15344000,15494000,150000,29142000,eaf,P-F11-C01,160825_0065_15344000_15494000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_17481000_17541000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,17481000,17541000,60000,29142000,eaf,P-F11-C01,160825_0065_17481000_17541000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_17791000_17851000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,17791000,17851000,60000,29142000,eaf,P-F11-C01,160825_0065_17791000_17851000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_1874000_2024000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,1874000,2024000,150000,29142000,eaf,P-F11-C01,160825_0065_1874000_2024000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_19623000_19683000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,19623000,19683000,60000,29142000,eaf,P-F11-C01,160825_0065_19623000_19683000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_23051000_23111000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,23051000,23111000,60000,29142000,eaf,P-F11-C01,160825_0065_23051000_23111000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_24128000_24428000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,24128000,24428000,300000,29142000,eaf,P-F11-C01,160825_0065_24128000_24428000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_4339000_4489000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,4339000,4489000,150000,29142000,eaf,P-F11-C01,160825_0065_4339000_4489000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160825_0065_7377000_7527000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160825_0065.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160825_0065.wav,png2016,eaf_2016,7377000,7527000,150000,29142000,eaf,P-F11-C01,160825_0065_7377000_7527000.csv,160825_0065.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_19671000_19731000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,19671000,19731000,60000,31133000,eaf,P-F03-C01,160829_0066-2_19671000_19731000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_2138000_2198000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,2138000,2198000,60000,31133000,eaf,P-F03-C01,160829_0066-2_2138000_2198000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_22242000_22302000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,22242000,22302000,60000,31133000,eaf,P-F03-C01,160829_0066-2_22242000_22302000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_2273000_2333000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,2273000,2333000,60000,31133000,eaf,P-F03-C01,160829_0066-2_2273000_2333000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_23019000_23079000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,23019000,23079000,60000,31133000,eaf,P-F03-C01,160829_0066-2_23019000_23079000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_24215000_24275000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,24215000,24275000,60000,31133000,eaf,P-F03-C01,160829_0066-2_24215000_24275000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_26324000_26474000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,26324000,26474000,150000,31133000,eaf,P-F03-C01,160829_0066-2_26324000_26474000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_27708000_27858000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,27708000,27858000,150000,31133000,eaf,P-F03-C01,160829_0066-2_27708000_27858000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_2780000_2930000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,2780000,2930000,150000,31133000,eaf,P-F03-C01,160829_0066-2_2780000_2930000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160829_0066-2_8136000_8286000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160829_0066-2.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160829_0066-2.wav,png2016,eaf_2016,8136000,8286000,150000,31133000,eaf,P-F03-C01,160829_0066-2_8136000_8286000.csv,160829_0066-2.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_10131000_10191000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,10131000,10191000,60000,32528000,eaf,P-F14-C01,160901_0070_10131000_10191000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_12549000_12699000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,12549000,12699000,150000,32528000,eaf,P-F14-C01,160901_0070_12549000_12699000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_1789000_1939000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,1789000,1939000,150000,32528000,eaf,P-F14-C01,160901_0070_1789000_1939000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_19850000_19910000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,19850000,19910000,60000,32528000,eaf,P-F14-C01,160901_0070_19850000_19910000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_20355000_20415000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,20355000,20415000,60000,32528000,eaf,P-F14-C01,160901_0070_20355000_20415000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_21265000_21325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,21265000,21325000,60000,32528000,eaf,P-F14-C01,160901_0070_21265000_21325000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_4646000_4796000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,4646000,4796000,150000,32528000,eaf,P-F14-C01,160901_0070_4646000_4796000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_6596000_6746000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,6596000,6746000,150000,32528000,eaf,P-F14-C01,160901_0070_6596000_6746000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_8534000_8586000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,8534000,8586000,52000,32528000,eaf,P-F14-C01,160901_0070_8534000_8586000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160901_0070_8646000_8894000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160901_0070.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160901_0070.wav,png2016,eaf_2016,8646000,8894000,248000,32528000,eaf,P-F14-C01,160901_0070_8646000_8894000.csv,160901_0070.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_14509000_14659000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,14509000,14659000,150000,30552000,eaf,P-F42-C01,160818_0059_14509000_14659000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_15006000_15066000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,15006000,15066000,60000,30552000,eaf,P-F42-C01,160818_0059_15006000_15066000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_15373000_15433000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,15373000,15433000,60000,30552000,eaf,P-F42-C01,160818_0059_15373000_15433000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_15652000_15802000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,15652000,15802000,150000,30552000,eaf,P-F42-C01,160818_0059_15652000_15802000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_1650000_1710000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,1650000,1710000,60000,30552000,eaf,P-F42-C01,160818_0059_1650000_1710000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_18016000_18166000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,18016000,18166000,150000,30552000,eaf,P-F42-C01,160818_0059_18016000_18166000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_21683000_21833000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,21683000,21833000,150000,30552000,eaf,P-F42-C01,160818_0059_21683000_21833000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_25403000_25553000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,25403000,25553000,150000,30552000,eaf,P-F42-C01,160818_0059_25403000_25553000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_27357000_27507000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,27357000,27507000,150000,30552000,eaf,P-F42-C01,160818_0059_27357000_27507000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_30193000_30253000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,30193000,30253000,60000,30552000,eaf,P-F42-C01,160818_0059_30193000_30253000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_3027000_3087000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,3027000,3087000,60000,30552000,eaf,P-F42-C01,160818_0059_3027000_3087000.csv,160818_0059.wav
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/annotations/eaf_2016/converted/160818_0059_3665000_3725000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/converted/standard/160818_0059.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/png2016/recordings/raw/160818_0059.wav,png2016,eaf_2016,3665000,3725000,60000,30552000,eaf,P-F42-C01,160818_0059_3665000_3725000.csv,160818_0059.wav
