dataset,set,child_id,time_seek,range_onset,range_offset,annotation duration (ms),full annotation path,full recording path,split
timor-leste2022,eaf_periodic/DJ,06-02-06-0002-1-04,31260000,31260000,31320000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/DJ/converted/2022-11-10/06-02-06-0002-1-04_s07_1_31260000_31320000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-10/06-02-06-0002-1-04_s07_1.wav,train
timor-leste2022,eaf_periodic/DJ,06-02-06-0002-1-04,56880000,56880000,56940000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/DJ/converted/2022-11-10/06-02-06-0002-1-04_s07_1_56880000_56940000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-10/06-02-06-0002-1-04_s07_1.wav,train
timor-leste2022,eaf_periodic/DJ,06-02-06-0002-1-04,5640000,5640000,5700000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/DJ/converted/2022-11-10/06-02-06-0002-1-04_s07_1_5640000_5700000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-10/06-02-06-0002-1-04_s07_1.wav,train
timor-leste2022,eaf_periodic/DJ,06-02-06-0002-1-04,27600000,27600000,27660000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/DJ/converted/2022-11-10/06-02-06-0002-1-04_s07_1_27600000_27660000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-10/06-02-06-0002-1-04_s07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,31260000,31260000,31320000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_31260000_31320000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,16620000,16620000,16680000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_16620000_16680000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,12960000,12960000,13020000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_12960000_13020000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,5640000,5640000,5700000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_5640000_5700000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,53220000,53220000,53280000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_53220000_53280000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,42240000,42240000,42300000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_42240000_42300000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,20280000,20280000,20340000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_20280000_20340000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,27600000,27600000,27660000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_27600000_27660000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,38580000,38580000,38640000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_38580000_38640000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,9300000,9300000,9360000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_9300000_9360000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,49560000,49560000,49620000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_49560000_49620000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,23940000,23940000,24000000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_23940000_24000000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,1980000,1980000,2040000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_1980000_2040000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,45900000,45900000,45960000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_45900000_45960000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
timor-leste2022,eaf_periodic/LL,06-05-06-0003-1-01,34920000,34920000,34980000,60000,/scratch1/data/laac_data/datasets/timor-leste2022/annotations/eaf_periodic/LL/converted/2022-11-26/06-05-06-0003-1-01_p07_1_34920000_34980000.csv,/scratch1/data/laac_data/datasets/timor-leste2022/recordings/converted/standard/2022-11-26/06-05-06-0003-1-01_p07_1.wav,train
solomon,eaf_2021/JC,C04,0,19335000,19350000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_19335000_19350000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,25665000,25680000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_25665000_25680000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,44220000,44235000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_44220000_44235000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,21180000,21195000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_21180000_21195000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,11280000,11295000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_11280000_11295000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,19920000,19935000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_19920000_19935000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,15225000,15240000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_15225000_15240000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,21090000,21105000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_21090000_21105000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,22950000,22965000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_22950000_22965000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,2955000,2970000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_2955000_2970000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,15990000,16005000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_15990000_16005000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,2955000,2970000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_2955000_2970000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,10545000,10560000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_10545000_10560000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,10545000,10560000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_10545000_10560000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,19710000,19725000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_19710000_19725000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,25679562,25680000,438,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_25679562_25680000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,19920000,19935000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_19920000_19935000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,34185000,34200000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_34185000_34200000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,41265000,41280000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_41265000_41280000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,15990000,16005000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_15990000_16005000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,18015000,18030000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_18015000_18030000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,9435000,9450000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_9435000_9450000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,2340000,2355000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_2340000_2355000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,22950000,22965000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_22950000_22965000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,44220000,44235000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_44220000_44235000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,9120000,9135000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_9120000_9135000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,9435000,9450000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_9435000_9450000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,41265000,41280000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_41265000_41280000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,19710000,19725000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_19710000_19725000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,4575000,4590000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_4575000_4590000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,25665000,25679562,14562,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_25665000_25679562.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,14895000,14910000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_14895000_14910000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,5565000,5580000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_5565000_5580000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,13215000,13230000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_13215000_13230000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,20880000,20895000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_20880000_20895000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,9120000,9135000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_9120000_9135000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,14895000,14910000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_14895000_14910000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,20880000,20895000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_20880000_20895000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,46245000,46260000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_46245000_46260000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,3585000,3600000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_3585000_3600000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,34185000,34200000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_34185000_34200000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,13215000,13230000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_13215000_13230000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,23175000,23190000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_23175000_23190000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,21090000,21105000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_21090000_21105000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,18015000,18030000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_18015000_18030000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,23175000,23190000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_23175000_23190000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,12810000,12825000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_12810000_12825000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,15225000,15240000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_15225000_15240000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/EC,C04,0,19335000,19350000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/EC/converted/1_CW1_CH1_AJ01_AJ12_190609_19335000_19350000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
solomon,eaf_2021/JC,C04,0,11280000,11295000,15000,/scratch1/data/laac_data/datasets/solomon/annotations/eaf_2021/JC/converted/1_CW1_CH1_AJ01_AJ12_190609_11280000_11295000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/1_CW1_CH1_AJ01_AJ12_190609.wav,train
vanuatu,eaf_2023/HM,23,0,6846989,6863823,16834,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_4_6846989_6863823.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_4.wav,train
vanuatu,eaf_2023/HM,23,0,9515416,9526079,10663,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_2_9515416_9526079.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_2.wav,train
vanuatu,eaf_2023/HM,23,0,10918856,10931833,12977,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_5_10918856_10931833.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_5.wav,train
vanuatu,eaf_2023/HM,23,0,7138618,7146492,7874,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_3_7138618_7146492.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_3.wav,train
vanuatu,eaf_2023/HM,23,0,8686715,8699948,13233,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_2_8686715_8699948.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_2.wav,train
vanuatu,eaf_2023/HM,23,0,9743937,9755492,11555,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_5_9743937_9755492.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_5.wav,train
vanuatu,eaf_2023/HM,23,0,834172,850446,16274,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_3_834172_850446.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_3.wav,train
vanuatu,eaf_2023/HM,23,0,5351074,5360178,9104,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_2_5351074_5360178.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_2.wav,train
vanuatu,eaf_2023/HM,23,0,8565011,8579296,14285,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_3_8565011_8579296.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_3.wav,train
vanuatu,eaf_2023/HM,23,0,7786992,7795543,8551,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_3_7786992_7795543.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_3.wav,train
vanuatu,eaf_2023/HM,23,0,10020954,10031616,10662,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_1_10020954_10031616.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_1.wav,train
vanuatu,eaf_2023/HM,23,0,3217450,3225831,8381,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_2_3217450_3225831.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_2.wav,train
vanuatu,eaf_2023/HM,23,0,10068707,10078977,10270,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_1_10068707_10078977.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_1.wav,train
vanuatu,eaf_2023/HM,23,0,11891306,11901338,10032,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_5_11891306_11901338.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_5.wav,train
vanuatu,eaf_2023/HM,23,0,3767523,3778085,10562,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_2_3767523_3778085.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_2.wav,train
vanuatu,eaf_2023/HM,23,0,204076,215970,11894,/scratch1/data/laac_data/datasets/vanuatu/annotations/eaf_2023/HM/converted/child23/child23_6_204076_215970.csv,/scratch1/data/laac_data/datasets/vanuatu/recordings/converted/standard/child23/child23_6.wav,train
